node_id,degree,name,kind,longitude,latitude,terrain_elevation_m,terrain_source,radome_height_agl_m,target_altitude_m,coverage_radius_km,nearby_city_count,radius_status
airport:-35.37259406:-5.76335589,2,Aeroporto Governador Aluizio Alves,airport,-35.37259405904507,-5.7633558929649,84.0,Mapzen Terrain Tiles terrarium z8,15.0,3000.0,266.793,332,geometric_upper_bound_topographic_occlusion_pending
airport:-37.36185316:-5.19268170,0,Aeroporto Dix-Sept Rosado,airport,-37.361853161612125,-5.192681696359212,26.0,Mapzen Terrain Tiles terrarium z8,15.0,3000.0,252.174,330,geometric_upper_bound_topographic_occlusion_pending
capital:2704302,2,Maceió,capital,-35.7150518679999,-9.640481850999949,52.0,Mapzen Terrain Tiles terrarium z8,15.0,3000.0,259.52,327,geometric_upper_bound_topographic_occlusion_pending
airport:-35.24470807:-5.90500083,2,Aeroporto Internacional Augusto Severo,airport,-35.24470807426003,-5.905000834765656,49.0,Mapzen Terrain Tiles terrarium z8,15.0,3000.0,258.756,323,geometric_upper_bound_topographic_occlusion_pending
airport:-48.61473627:-17.72539851,6,Aeroporto Nelson Rodrigues Guimarães,airport,-48.61473627190176,-17.725398507529952,709.0,Mapzen Terrain Tiles terrarium z8,15.0,3000.0,336.69,311,geometric_upper_bound_topographic_occlusion_pending
capital:4314902,1,Porto Alegre,capital,-51.2270350100187,-30.037857612131,11.0,Mapzen Terrain Tiles terrarium z8,15.0,3000.0,246.798,310,geometric_upper_bound_topographic_occlusion_pending
capital:2408102,2,Natal,capital,-35.2227804579999,-5.83396545499994,40.0,Mapzen Terrain Tiles terrarium z8,15.0,3000.0,256.349,308,geometric_upper_bound_topographic_occlusion_pending
airport:-43.24567932:-22.81383537,3,Aeroporto Internacional  Antonio Carlos Jobim - Galeão,airport,-43.24567932093077,-22.813835369728046,15.0,Mapzen Terrain Tiles terrarium z8,15.0,3000.0,248.357,302,geometric_upper_bound_topographic_occlusion_pending
airport:-43.81973882:-16.70500239,0,Aeroporto Mário Ribeiro,airport,-43.81973882334952,-16.705002390924342,665.0,Mapzen Terrain Tiles terrarium z8,15.0,3000.0,333.267,297,geometric_upper_bound_topographic_occlusion_pending
airport:-41.27414512:-12.48636421,0,Aeroporto Horácio de Mattos,airport,-41.2741451189505,-12.486364214743256,487.0,Mapzen Terrain Tiles terrarium z8,15.0,3000.0,318.133,295,geometric_upper_bound_topographic_occlusion_pending
airport:-47.83989795:-24.53024922,0,Aeroporto Estadual de Registro,airport,-47.839897951966286,-24.530249215735896,29.0,Mapzen Terrain Tiles terrarium z8,15.0,3000.0,253.122,294,geometric_upper_bound_topographic_occlusion_pending
airport:-50.95841378:-17.83680487,1,Aeroporto General Leite de Castro,airport,-50.95841377568476,-17.836804865238165,757.0,Mapzen Terrain Tiles terrarium z8,15.0,3000.0,340.308,288,geometric_upper_bound_topographic_occlusion_pending
airport:-48.92682574:-16.35968949,7,Aeroporto Anápolis,airport,-48.92682574407971,-16.35968948953338,1112.0,Mapzen Terrain Tiles terrarium z8,15.0,3000.0,364.158,282,geometric_upper_bound_topographic_occlusion_pending
airport:-47.92067784:-15.86963786,6,Aeroporto Internacional Presidente Juscelino Kubitscheck,airport,-47.92067784288845,-15.869637856170106,1061.0,Mapzen Terrain Tiles terrarium z8,15.0,3000.0,360.991,278,geometric_upper_bound_topographic_occlusion_pending
capital:5300108,6,Brasília,capital,-47.880611965,-15.783689652,1077.0,Mapzen Terrain Tiles terrarium z8,15.0,3000.0,361.993,277,geometric_upper_bound_topographic_occlusion_pending
capital:3304557,3,Rio de Janeiro,capital,-43.1947250599999,-22.9124689469999,11.0,Mapzen Terrain Tiles terrarium z8,15.0,3000.0,246.798,277,geometric_upper_bound_topographic_occlusion_pending
